Bolagsnamn,Land,Lista,Bransch,Ticker,ISIN,Börsvärde,Aktiekurs,Utveck.  1d,Utveck.  1v,Utveck.  1m,Utveck.  3m,Utveck.  6m,Utveck.  1 år,Utveck.  3 år,Utveck.  5 år,P/E,P/E avg - 1 år,P/E avg - 3 år,P/S,P/S avg - 1 år,P/S - avg 3 år,P/FCF,P/FCF avg - 1 år,P/FCF avg - 3 år,MA(5)/MA(20),MA(20)/MA(70),MA(50)/MA(200),N. Rapport Datum,N. Rapport Dagar,Graham_Score
Stockmann B,Finland,Mid Cap,Konsument,STCBV,FI0009000251,484.1693,6.72,-0.02819959,-0.06013991,-0.1589487,-0.08633586,0.02988501,0.1546391,-0.3346535,-0.5381444,-41.73913,-47.15437,-61.31528,0.3800088,0.3722041,0.3608663,403.4744,343.7041,148.3729,-0.06439358,-0.002209604,0.06311584,28/04/2017,,1
Stockwik,Sverige,Small Cap,Elektronisk utrustning,STWK,SE0001159344,60.83662,0.037,0.02777784,0.02777784,-0.02631575,-0.1395349,-0.1590909,-0.2884616,0.2333334,-0.6901172,-3.523809,-12.52678,-6.612797,0.74191,1.086985,0.9340625,-16.44233,-23.44345,-44.09646,-0.01347703,-0.05322642,-0.1661712,27/04/2017,,
Stolt-Nielsen,Norge,OB Match,Handel & Distribution,SNI,BMG850801025,7928.96,128,0,-0.01915709,-0.08571428,-0.01158301,0.1962617,0.1636364,-0.2335329,0.2487805,9.208699,6.593719,6.925627,0.4783474,0.3789434,0.4047764,,6.579773,-8.749994,-0.01470309,-0.04339546,0.1702499,06/04/2017,,3
Stora Enso R,Sverige,Large Cap,Skog,STE R,FI0009007611,87298.02,110.7,-0.01774623,0.007279303,0.0155963,0.1412371,0.2842228,0.6231672,0.6696832,1.696054,19.32544,12.41981,14.01292,0.8900947,0.7065454,0.7440374,9.987166,10.43756,14.42549,0.01538467,0.05197966,0.154942,27/04/2017,,2
Stora Enso R Oyj,Finland,Large Cap,Skog,STERV,FI0009005961,8958.496,11.36,-0.0189983,-0.001757509,0,0.1061343,0.290909,0.5540355,0.5445275,1.497801,19.5189,12.50761,14.12497,0.8984551,0.7118415,0.7482926,9.953884,10.5222,14.38155,0.01282609,0.04238153,0.1564325,,,2
Storytel,Sverige,Aktietorget,Media,STORY B,SE0007439443,3503.056,77.25,-0.01904762,-0.03134796,0.03691275,0.1486989,0.705298,1.971154,4.115894,,496.4653,189.6094,213.556,3.969527,2.827719,2.772294,,-9.509815,5.236785,0.02886641,0.04429102,0.3939606,15/05/2017,,
StrongPoint,Norge,OB Match,Tjänster & Leverans,STRONG,NO0010098247,643.452,14.5,0,-0.02027028,-0.09375,0.01754386,0.1196911,0.2184874,1.265625,2.493976,8.645361,10.68651,10.29882,0.5769727,0.5157989,0.5209708,5.540695,5.247092,8.912312,-0.01678979,-0.007900238,0.1011392,20/04/2017,,2
Studsvik,Sverige,Small Cap,Tjänster & Leverans,SVIK,SE0000653230,443.826,54,-0.02262443,-0.03139013,-0.1692308,-0.2058824,-0.01818182,0,0.1320755,0.4025974,7.26402,0.7280722,42.84912,0.5788028,0.5351493,0.4723229,3.47826,-3.507366,-0.8902295,-0.06686229,-0.06982511,0.02710688,27/04/2017,,3
Subsea7,Norge,OBX,Olja & Gas,SUBC,LU0075646355,44027.07,135.2,0,-0.03359541,-0.05915101,0.1585261,0.3294002,0.9096044,0.1635112,0.04806199,11.87736,64.5896,-52.03922,1.384126,0.894334,0.9534627,9.350148,4.720912,6.316207,-0.002835035,0.05579436,0.2351569,27/04/2017,,3
Suominen,Finland,Mid Cap,Konsument,SUY1V,FI0009010862,248.4939,4.94,0,-0.01199999,0.06465521,0.2634271,0.3068783,0.327957,0.7642857,1.6,15.50047,16.07696,15.62403,0.583438,0.5947335,0.5857173,-7.470579,21.04057,10.71839,0.004274368,0.0990349,0.1007326,26/04/2017,,
Sweco B,Sverige,Large Cap,Byggnation,SWEC B,SE0000489098,26791.68,224.2,0.001339898,-0.02138808,0.05655043,0.1398068,0.2359427,0.7140672,1.166184,1.989333,23.48111,22.38032,24.02611,1.583339,1.180619,1.264057,23.27687,-43.81335,1.149405,0.01079774,0.05712032,0.1326185,11/05/2017,,4
Svedbergs,Sverige,Small Cap,Byggprodukter,SVED B,SE0000407991,956.4642,45.3,0.004434607,0.00666665,-0.0463158,0.07857141,0.055944,0.2309783,0.51,0.5201342,21.06781,19.42128,19.97659,1.89737,1.736807,1.747101,-7.82064,4.153676,1.999325,-0.01112694,-0.001994848,0.08895564,25/04/2017,,2
Swedencare,Sverige,First North,Livsmedel,SECARE,SE0008294078,389.375,25,0.02040816,0.004016079,0.08695652,-0.137931,-0.06367044,,,,37.3413,36.63361,24.92454,6.149418,6.935215,4.302676,-13.25848,72.00032,-7.975325,0.02059305,-0.02651924,-0.05581069,27/04/2017,,1
Swedish Match,Sverige,Large Cap,Konsumentprodukter,SWMA,SE0000310336,53825.21,295.6,-0.005718069,0.001354993,-0.003035392,0.06637804,0.02960641,0.08997048,0.292523,0.08676472,11.57781,11.71751,13.52344,3.413356,3.431838,3.478286,9.550251,8.880772,11.32312,0.00628376,0.01599395,-0.01476818,08/05/2017,,5
Swedish Orphan Biovitrum,Sverige,Large Cap,Bioteknik,SOBI,SE0000872095,36524.07,136.1,-0.006569298,-0.01732848,0.03106065,0.1553481,0.4118257,0.2590195,0.6597562,5.24312,51.88122,48.2732,175.1833,6.856405,6.588859,7.266731,176.4448,145.2363,139.8736,0.004003406,0.06626797,0.1724099,28/04/2017,,1
Swedol,Sverige,Small Cap,Återförsäljare,SWOL B,SE0001733841,2279.68,27.4,-0.01438848,-0.04195807,-0.0648464,-0.02836883,0.1965066,0.2177778,0.1913043,-0.09271526,16.3426,19.87333,19.56672,0.8509126,0.80881,0.7930854,-9.981086,-6.69729,3.344702,-0.043567,0.02840281,0.116517,27/04/2017,,4
Swemet,Sverige,NGM,Elektronisk utrustning,SWEM MTF B,SE0006886917,30.832,2,-0.047619,-0.05213265,-0.137931,-0.2753623,-0.2156863,-0.1304348,,,-8.274721,-8.914511,-10.6731,2.685013,2.498268,2.421048,-6.349258,-10.59499,-10.95007,-0.04927808,-0.1065704,-0.1506498,,,
Svenska Aerogel,Sverige,First North,Produktion,AERO,SE0008212161,,10.25,-0.03755865,-0.08482142,-0.1086956,-0.2407407,,,,,,,,,,,,,,-0.06893539,-0.07168895,-0.07398146,17/05/2017,,2
SynAct Pharma,Sverige,Aktietorget,Bioteknik,SYNACT,SE0008241491,69.269,5.65,-0.02586208,-0.05042012,0.008928606,-0.1751825,-0.1171875,,,,-4.481993,,,,,,-4.403903,,,0.0596745,-0.07514036,-0.07751811,11/05/2017,,3
SyntheticMR,Sverige,Aktietorget,Programvara & Internet,SYNT,SE0005454865,1290.78,319.5,-0.01388889,0.05445545,0.1855288,0.630102,1.87191,2.140049,7.725623,,253.0493,173.0502,1408.323,39.753,26.3632,29.69239,642.8187,310.1183,322.7096,0.01525581,0.201718,0.7066959,25/04/2017,,1
Systemair,Sverige,Mid Cap,Byggprodukter,SYSR,SE0002133975,7852,151,-0.03205128,-0.02893891,0.01003345,0.1796875,0.3159041,0.4731707,0.2961373,0.8414634,26.78065,27.30314,25.00341,1.182708,1.05417,1.065077,47.99511,65.83752,-66.24391,-0.003836274,0.07673764,0.1686476,,,3
TagMaster,Sverige,First North,Kommunikation,TAGM B,SE0000514408,310.4744,1.85,-0.01069518,0.005434777,0.07558139,0.08823527,0.5289256,0.6818182,2.189655,6.4,48.68421,-2924.592,46.03218,2.36406,2.092936,2.041304,56.95733,-9.502714,-3.045404,0.01513517,0.06514227,0.3297644,27/04/2017,,1
Takoma,Finland,Small Cap,Produktion,TAM1V,FI0009901110,2.756864,0.176,0,0,0,-0.08333335,-0.12,-0.3481482,-0.3230769,-0.7485714,-2.05848,1.434242,-4.465715,0.2671121,0.3481289,0.3383669,2.986851,2.534124,2.360326,,-0.02953923,-0.08797663,,,1
Talenom,Finland,First North,Tjänster & Leverans,TNOM,FI4000153580,75.47696,11.08,0.01187216,0.00727272,0.1135679,0.2379889,0.8253706,1.172549,,,115.7785,22.59526,32.76925,2.024868,1.45437,1.102027,121.1508,28.94695,37.11106,0.05974829,0.1026632,0.2796977,,,
Talkpool,Sverige,First North,Kommunikation,TALK,CH0322161768,69.527,25.1,0,0.004000015,-0.01568626,-0.1130742,-0.435955,,,,-10.51661,-5.258307,-3.505538,0.629846,0.314923,0.2099487,-3.303699,-1.651849,-1.101233,-0.03385323,-0.03111506,-0.2934397,,,1
Talvivaaran,Finland,Small Cap,Gruv & Metall,TLV1V,FI0009014716,63.07409,0.0303,0,0,0,0,0,0,-0.6313868,-0.9831676,0.3179433,-7.756229,-0.7956262,4.496941,11.80054,9.714547,-71.27016,47.9618,103.3421,,,,,,1
Tangiamo Touch,Sverige,First North,Betting & Spel,TANGI,SE0009664303,,2.97,-0.0601266,-0.05714288,-0.1907357,,,,,,,,,,,,,,,-0.04689175,-0.04632192,,,,2
Tanker Investments,Norge,OB Match,Tjänster & Leverans,TIL,MHY849271058,1362.064,44,0,0,0.02325581,0.02088171,0.1,-0.3307985,-0.3529412,,5.147583,4.730051,-38.13491,1.049885,1.455698,2.591811,-1.004645,0.9298285,0.3496464,0.002980947,0.02237177,-0.008209169,18/05/2017,0,2
TargetEveryOne,Sverige,First North,Programvara & Internet,TEONE,SE0006994448,89.8061,3.17,0.0063492,-0.009374991,-0.09428569,-0.1194444,0.3208333,0.2629482,,,-3.412271,-2.636594,-2.835115,0.8073184,0.7544755,0.8738195,-11.36355,-7.256207,-7.957334,-0.01343101,-0.05239666,0.2205084,10/05/2017,,
Targovax,Norge,Oslo Axess,Läkemedel,TRVX,NO0010689326,,26.6,0,0,0.1319149,0.1223629,1.770833,,,,,,,,,,,,,0.08263779,-0.01877964,0.5820191,25/04/2017,,2
Taurus Energy,Sverige,Aktietorget,Olja & Gas,TAUR B,SE0001075102,138.5968,1.61,0.03870972,0.1751825,0.09523808,0.07333335,0.3644069,0.05921055,0.3196721,0.2054507,-22.67606,-22.44168,-20.99881,,529.4894,,-21.57485,-21.69618,-21.1945,0.01048362,0.02298117,0.1350462,20/04/2017,,1
TC TECH,Sverige,First North,Produktion,TCT,SE0007603170,327.509,30.5,0.009933749,0.05536333,-0.08132532,-0.1574586,-0.2450495,0.412037,,,-14.35497,-28.13672,-18.75781,73.94649,61.98032,41.32021,-13.51556,-21.31776,-14.21184,-0.01803613,-0.1049327,-0.1690893,18/05/2017,0,1
TDC,Denmark,Large Cap,Telekommunikationstjänster,TDC,DK0060228559,29488.2,36.75,-0.02104424,-0.01737972,0.02711015,-0.0205224,0.0311448,0.06244579,-0.3124415,-0.04965084,10.29268,-1.759207,1.619583,1.444438,1.366306,1.389105,5.646917,8.025136,7.498453,0.003094196,0.007493258,-0.005519152,05/05/2017,,2
Team Tankers,Norge,OB Standard,Tjänster & Leverans,TEAM,BMG870871057,2048.361,10.9,0,0.08457705,-0.009090944,0.0380952,-0.04385965,-0.218638,,,-18.53426,1.174355,-5.975688,0.9094712,0.9090012,0.5918264,9.38408,23.45134,6.032264,0.01200366,-0.03217155,-0.04132509,10/05/2017,,3
Techstep,Norge,OB Match,Kommunikation,TECH,NO0003095309,67.94562,5.01,0,-0.01183431,-0.08909087,-0.1984,-0.2047619,0.9049429,-0.8272414,-0.6789017,-1.010182,-15.66222,-11.92442,1.667377,2.528997,3.226607,24.91589,8.433654,-15.65092,-0.0133937,-0.07413042,0.02392435,11/05/2017,,1
Tecnotree,Finland,Small Cap,IT-Tjänster,TEM1V,FI0009010227,12.50806,0.102,-0.01923081,0,0.01999997,0,-0.08928575,-0.08928575,-0.5142857,-0.5184136,-1.988304,5.330409,26.99386,0.207087,0.2184507,0.2398713,-13.89784,-5.628952,-7.721014,-0.03668863,0.01210558,-0.02630842,28/04/2017,,2
Tele2 B,Sverige,Large Cap,Telekommunikationstjänster,TEL2 B,SE0005190238,44106.33,87.8,-0.01844599,-0.005099115,0.04275542,0.1037084,0.242746,0.1071879,0.1023227,-0.2160714,-23.33679,-3.988748,-8.713832,1.484012,1.333812,1.420876,-32.98903,-78.81049,-14.54444,-0.01071548,0.0647639,0.1199292,24/04/2017,,2
Telenor,Norge,OBX,Telekommunikationstjänster,TEL,NO0010063308,203747.8,135.7,0,-0.02162942,-0.03071431,0.02492449,0.06766324,0.000737396,-0.05104897,0.2862559,74.25445,63.0461,73.2339,1.58101,1.617706,1.673769,9.881079,13.19082,11.73409,-0.0260756,0.001408458,0.03178692,04/05/2017,,3
Teleste,Finland,Mid Cap,Kommunikation,TLT1V,FI0009007728,159.6723,8.41,0.004778968,0.005980885,-0.04323096,-0.03995438,-0.05505616,0.02937574,0.8086021,1.167526,15.61456,14.57108,14.26686,0.6063465,0.6165428,0.6050329,48.51786,34.01632,20.66243,-0.01386863,-0.01595062,-0.03551614,04/05/2017,,5
Telia Company,Sverige,Large Cap,Telekommunikationstjänster,TELIA,SE0000667925,166924.6,38.55,-0.00361849,0.02038117,0.07771873,0.08898298,0.1014285,0.01022011,-0.2129441,-0.1311697,24.01869,14.06963,29.73793,2.010268,1.986706,1.977181,8.639989,9.156748,16.92124,0.03110683,0.0209682,,26/04/2017,,3
Telia Company oyj,Finland,Large Cap,Telekommunikationstjänster,TELIA,SE0000667925,17095.16,3.948,-0.00453861,0.01386746,0.05787777,0.05561496,0.1077441,-0.03235294,-0.2755963,-0.1965812,26.00791,13.75658,30.96729,2.110602,2.02297,2.025694,9.003042,9.480754,16.89019,0.02614427,0.0107857,0.000670791,,,3
Tethys Oil,Sverige,Mid Cap,Olja & Gas,TETY,SE0009161185,2437.748,71.25,-0.04040404,0.003521127,0.01785714,-0.03716216,0.09615385,0.2337662,-0.05940594,0.6531323,24.49885,49.87855,42.5312,2.792217,2.627267,2.630772,22.64975,1.490065,30.74235,0.05799961,0.000693083,0.006659746,02/05/2017,,2
TGS-NOPEC,Norge,OBX,Olja & Gas,TGS,NO0003078800,18867.47,186,0,0.05922547,-0.01011173,-0.00641024,0.1397059,0.4645669,-0.06953474,0.1854685,-18.19124,-33.32006,-25.40758,5.073042,3.76331,3.704467,86.72054,-5.065138,56.7417,-0.001492143,-0.01214087,0.0600996,10/05/2017,,2
The Marketing Group,Sverige,First North,Media,TMG,GB00BYZX7449,17.72197,0.505,-0.04716977,-0.2836879,-0.2836879,-0.6541096,-0.8852273,,,,10.5428,,,1.118599,,,6.971662,,,-0.2414209,-0.1833825,-0.6854125,,,2
The Scottish Salmon,Norge,OB Match,Livsmedel,SSC,JE00B61ZHN74,2012.213,10.4,0,0.06557371,0.3506493,0.1818181,0.1954023,0.4857142,1.587065,2.924528,22.90749,-73.81947,-106.5899,1.72698,0.9178898,0.9893048,214.4987,7.690898,62.04937,0.1249523,0.05301249,0.006801009,13/05/2017,,1
Thin Film,Norge,OB Match,Elektronisk utrustning,THIN,NO0010299068,2801.483,3.43,0,-0.07547168,0.008823521,-0.01152737,-0.1551724,-0.2204545,-0.3,0.9269663,-7.116183,-8.113663,-8.920506,78.55478,79.6331,84.26553,-5.751266,-7.820531,-8.346435,-0.05446684,0.04140031,-0.1008924,05/05/2017,,1
THQ Nordic,Sverige,First North,Betting & Spel,THQN B,SE0009241706,3376.935,55.25,-0.03070175,0.127551,0.4577836,0.4733333,,,,,46.93739,15.6458,15.6458,9.73674,3.24558,3.24558,-55.8208,-18.60693,-18.60693,0.0780654,0.1906925,0.1740506,16/05/2017,,1
Three Gates,Sverige,NGM,Betting & Spel,GATE MTF,SE0008435044,55.0566,41.9,-0.04337895,-0.0891304,-0.1784313,1.289618,1.170985,,,,-9.115433,-4.557716,-3.038478,18.66325,9.331627,6.221085,-6.990427,-3.495213,-2.330142,-0.1075746,0.300722,0.5461166,,,1
Thule,Sverige,Large Cap,Konsument,THULE,SE0006422390,15900.4,156.5,-0.003819262,-0.02975823,0.0330033,0.07708187,0.1992337,0.2801636,,,22.39521,20.0666,21.19254,2.727341,2.297778,2.280183,29.72037,19.41815,21.59899,0.01132512,0.04476917,0.06703961,26/04/2017,,2
Tide,Norge,OB Match,Tjänster & Leverans,TIDE,NO0003194201,622.6284,27.6,0,0,0,0,-0.1096774,0.260274,1.131274,0.5333334,160.6519,31.86379,75.36897,0.2630583,0.2008974,0.1949235,3.688229,2.539588,2.822483,,,-0.0231126,,,
Tieto,Sverige,Large Cap,IT-Tjänster,TIEN,FI0009000277,20775.18,281.9,-0.0184541,-0.00318244,0.170681,0.1459349,0.2214038,0.291934,0.5935557,1.595764,20.84057,17.71237,18.87918,1.373296,1.238941,1.239938,52.31002,153.0895,143.1007,0.03950238,0.07481611,0.01866996,27/04/2017,,4
Tieto Oyj,Finland,Large Cap,IT-Tjänster,TIEN,FI0009000277,2137.95,29.01,-0.01393609,-0.005825911,0.1398821,0.1179191,0.2318472,0.2439966,0.4725888,1.385691,21.08438,17.78138,18.92573,1.390989,1.243434,1.245009,54.67903,152.9047,145.7249,0.03341293,0.06605446,0.02093661,,,3
Tikkurila,Finland,Mid Cap,Byggprodukter,TIK1V,FI4000008719,793.908,18,-0.005524883,-0.008264442,-0.05362778,-0.04255315,0.05571852,0.1695906,-0.04509286,0.2371134,17.84121,16.54035,17.14634,1.387951,1.277904,1.295048,34.97392,-18.88301,24.29342,-0.009126067,-0.02763426,0.007197857,28/04/2017,,1
TiksPac,Sverige,Aktietorget,Tjänster & Leverans,TIKS,SE0005307048,21.06968,2.06,-0.0190476,-0.06363641,-0.01435405,-0.0506913,-0.2896552,-0.388724,-0.5502183,,14.98182,18.01971,19.71801,0.7988201,0.971681,1.001224,20.456,117.0028,136.4311,-0.000710428,-0.02689439,-0.1859149,15/05/2017,,3
Tivoli,Denmark,Mid Cap,"Hotell, restaurang & nöje",TIV,DK0060726743,0.642,642,0.003125,-0.02579666,0.04390244,0.3264463,0.4266667,0.3806452,1.101473,1.13289,,,,,,,,,,-0.000925005,0.116406,0.2396177,21/04/2017,,2
Tobii,Sverige,Mid Cap,Elektronisk utrustning,TOBII,SE0002591420,4159.327,42.9,-0.02054789,-0.04241066,-0.1244898,-0.35,-0.3957746,-0.2697872,,,-51.86797,-93.55895,-129.2178,3.916135,5.139546,5.043598,-34.12081,-95.00383,-81.62868,-0.05755782,-0.1643871,-0.2002941,27/04/2017,,1
Tokmanni Group,Finland,Mid Cap,Återförsäljare,TOKMAN,FI4000197934,467.9218,8.65,-0.02699671,-0.03995567,-0.1642513,-0.1477833,0.04721542,0.2683284,,,17.20366,10.95472,5.734553,0.6005156,0.3195296,0.2001719,8.87897,5.040352,2.959657,-0.04459291,-0.06847268,0.1019542,26/04/2017,,1
Toleranzia,Sverige,Aktietorget,Läkemedel,TOL,SE0007438577,43.461,5.5,0.03773581,0.0185185,-0.009009043,-0.04347826,-0.1911765,-0.2567568,,,-8.59778,-14.08443,-9.389617,10.87613,23.96407,15.97604,-5.334602,-11.43533,-7.623556,-0.01435846,-0.05884922,-0.1662292,12/05/2017,,1
Tomra Systems,Norge,OB Match,Tjänster & Leverans,TOM,NO0005668905,15246.06,103,0,0.004878049,0.01477833,0.1287671,0.1195652,0.1444445,0.9342723,1.412178,22.11819,18.73572,19.84647,2.237428,1.972727,2.007232,42.0581,23.61754,25.48497,0.02085412,0.05291462,0.05230093,28/04/2017,,5
TORM,Denmark,Mid Cap,Tjänster & Leverans,TRMD A,GB00BZ3CNK81,0.0655,65.5,-0.02238806,-0.05072464,-0.05072464,-0.05072464,0.1391304,-0.196319,,,,,,,,,,,,-0.006583691,-0.002813637,0.09523619,16/05/2017,,2
Tourn,Sverige,Aktietorget,Media,TOURN,SE0005568482,131.04,18,0,-0.02173911,0.02272725,0.6363636,0.5450644,0.8749999,3.455446,,-73.11129,153.592,1277.703,5.732284,5.60644,5.872272,,-22.82759,-20.18453,-0.000828922,0.1648427,0.374198,24/04/2017,,1
TradeDoubler,Sverige,Small Cap,Programvara & Internet,TRAD,SE0001552357,207.6022,4.82,-0.008230445,0.004166662,-0.03599996,0.03211993,-0.03406806,-0.280597,-0.6306513,-0.6929936,-5.950617,-3.392492,-4.253481,0.1588099,0.1711256,0.1887149,-4.936328,-5.852474,-2.267346,-0.07084018,0.04549146,-0.04093051,04/05/2017,,1
Trainers House,Finland,Small Cap,Tjänster & Leverans,TRH1V,FI0009008122,12.80844,0.12,0,0.02564101,0.04347822,-0.08396947,0.02564101,0.03448277,1.4,0,14.28571,3.875459,6.331767,1.448099,0.9546801,1.032853,7.69738,16.74458,22.48718,0.02647305,-0.03937656,-0.04376226,,,
Transiro,Sverige,NGM,Kommunikation,TIRO MTF,SE0009242027,,1.28,0.1428571,0.1130435,0.04065037,-0.3631841,,,,,,,,,,,,,,-0.006669283,-0.1852512,-0.2843136,27/04/2017,,2
Transtema,Sverige,First North,Telekommunikationstjänster,TRANS,SE0006758587,1167.424,64,0,0.1082251,0.3763441,0.122807,1.655602,1.539683,,,40.39384,24.35623,24.38821,2.31002,1.63939,1.881816,-22.06017,-11.73182,5.431101,0.1231985,0.03814173,0.4526734,11/05/2017,,
Trelleborg,Sverige,Large Cap,Produktion,TREL B,SE0000114837,54702.33,201.8,-0.02512076,-0.02980768,0.03593429,0.1229828,0.245679,0.3320132,0.444524,1.909877,7.508921,6.592254,9.967813,1.86392,1.673142,1.707373,-13.75121,-9.881571,-1.228111,-0.002586305,0.0688287,0.1148179,27/04/2017,,3
Trention,Sverige,Small Cap,Energiproducenter,TRENT,SE0008348767,203.605,53.75,0,0.0591133,0.05392157,0.009389671,0.01415094,-0.2266187,0.4527027,-0.7285354,-3.32114,-3.954093,-4.419863,-7.661812,4.272242,5.081787,3.85579,3.903186,1.31602,0.04823029,-0.01679921,-0.09040993,11/05/2017,,2
Troax Group,Sverige,Mid Cap,Tjänster & Leverans,TROAX,SE0006732392,4620,231,-0.02736842,-0.06477733,-0.04545455,0.006535948,0.4620253,0.9576271,,,26.3065,19.76576,19.90555,3.664384,2.646306,2.744184,-55.20769,-8.244063,-18.06202,-0.04243869,0.04137886,0.2997448,10/05/2017,,1
True Heading,Sverige,Aktietorget,Elektronisk utrustning,TRUE B,SE0003272202,16.09609,0.235,0.02620086,0.03982303,-0.06746034,-0.1696113,-0.3665768,-0.008438836,-0.912963,-0.5968434,-3.137517,-3.455082,-5.245734,1.063993,2.073667,2.567786,287.4302,141.4063,93.01008,-0.02265924,-0.08407921,-0.3143017,,,2
TTS Group,Norge,OB Match,Tjänster & Leverans,TTS,NO0003049405,316.978,3.66,0,-0.002724793,-0.06153846,-0.02917769,-0.04188478,0.08928578,-0.4171975,-0.7872093,-3.14379,-6.200402,5.134447,0.1026913,0.1018538,0.1304794,-2.617403,-9.946861,-14.82153,-0.04212165,-0.008215189,0.004630446,10/05/2017,,1
Tulikivi,Finland,Small Cap,Byggprodukter,TULAV,FI0009900583,13.8302,0.231,-0.02531644,-0.03749995,-0.008583644,0.08450708,0.1000001,0.115942,-0.2034482,-0.6084746,-8.162544,-6.263845,-5.892757,0.4549408,0.3870886,0.4202519,10.63862,-3.414313,13.49544,-0.01774895,0.04050529,0.03672791,28/04/2017,,1
Umida Group,Sverige,Aktietorget,Livsmedel,UMIDA B,SE0009190788,53.8505,5.5,0,0,-0.05982905,-0.06779663,-0.2028986,-0.3529412,-0.9794351,-0.9889918,-6.962025,-9.994463,-4.352605,0.7323111,54.5006,8.449642,146.7316,70.99449,44.29392,-0.01392013,-0.03306043,-0.150614,,,1
Unibap,Sverige,First North,Elektronisk utrustning,UNIBAP,SE0009606809,151.4881,31.1,-0.04307691,-0.03715167,-0.07715134,,,,,,-1033.223,-1033.223,,18.96446,18.96446,,-63.51702,-63.51702,,-0.03779644,-0.01564848,,,,3
Uniflex,Sverige,Small Cap,Bemanning,UFLX B,SE0001283607,343.7676,19.8,-0.01492543,-0.01000004,-0.1,-0.07476638,0.1647058,0.01020402,-0.3355705,-0.4342857,15.55625,17.98775,17.10982,0.2857586,0.3121876,0.3082099,10.94801,11.78818,12.08444,-0.03478044,-0.01548481,0.08547902,25/04/2017,,2
Uni-Light LED,Sverige,NGM,Elektronisk utrustning,ULED MTF,SE0008405799,24.5388,6.6,0,-0.1372549,-0.04347829,-0.3015873,-0.4054054,,,,-16.85393,,,8.403699,,,,,,-0.05248988,-0.07315344,-0.2477968,,,2
Unlimited Travel Group,Sverige,First North,"Hotell, restaurang & nöje",UTG,SE0001834821,183.8928,42.1,-0.03440367,-0.07877467,-0.1745098,-0.05605381,0.1727019,0.7044533,1.923611,3.385416,13.33164,9.717175,19.54065,0.3706888,0.2770214,0.2805166,-77.39596,-15.44435,-20.72205,-0.06048602,-0.01936167,0.2037967,17/05/2017,,
UPM-Kymmene,Finland,Large Cap,Skog,UPM1V,FI0009005987,13081.54,24.52,-0.01168879,-0.007689139,0.09171867,0.07827619,0.1533396,0.4762191,0.975826,1.844548,14.6493,10.97451,11.78402,1.306456,1.001485,1.051749,8.779559,7.200678,8.882922,0.01771688,0.05056989,0.07883155,26/04/2017,,3
Uponor,Finland,Mid Cap,Byggprodukter,UNR1V,FI0009002158,1112.746,15.2,-0.02376364,-0.0691978,-0.09577631,-0.0759879,-0.01872175,0.117647,0.0911701,0.7097862,25.70173,24.66013,25.82218,0.9956571,0.9388816,0.9698229,-81.22237,201.743,-17.46924,-0.05788255,0.00701189,0.01946163,03/05/2017,,2
Uutechnic,Finland,Small Cap,Tjänster & Leverans,UUTEC,FI0009900708,27.06334,0.482,0,0.008368218,-0.0282258,0.0255319,-0.01632656,-0.154386,-0.3397261,-0.8649859,37.95275,30.24001,33.52989,0.7439683,3.019121,3.642663,-143.1923,-114.5318,-142.0954,-0.0136041,0.02855182,-0.02403152,,,
VA Automotive,Sverige,First North,Produktion,AUTO,SE0006426508,97.04916,3.56,-0.02732244,-0.03783787,0.09202453,-0.1563981,0.3333333,0.6330274,,,19.04762,-0.8036263,9.629418,0.2260737,0.1641099,0.1823545,7.63926,5.049295,5.344994,0.05457687,-0.04638076,0.06687534,18/05/2017,0,1
Vadsbo SwitchTech,Sverige,Aktietorget,Elektronisk utrustning,VADS,SE0007980362,140.392,9.85,0.02604166,-0.01990048,-0.08372089,0.8942309,1.64785,0.8411216,,,130.4636,130.4636,,4.320553,4.320553,,-10.71859,-10.71859,,-0.06239462,0.2333819,0.70042,18/05/2017,0,3
Vaisala,Finland,Mid Cap,Elektronisk utrustning,VAIAS,FI0009900682,737.3043,40.9,-0.002438987,0.003188645,0.1361112,0.2349035,0.2507645,0.6353459,0.7690312,1.789847,32.76981,24.94617,25.62306,2.312749,1.73889,1.782442,19.30116,15.54261,16.17507,-0.00184077,0.1341885,0.09951008,25/04/2017,,3
Wallenius Wilhelmsen,Norge,OB Match,Handel & Distribution,WWL,NO0010571680,10318,46.9,0,0.01956525,0.1061321,0.1843435,0.6514086,0.1495099,-0.09807689,0.04222226,2.919445,2.126794,-87.28375,7.178638,4.081235,4.620674,6.321336,8.949183,10.76096,0.03941596,0.05064893,0.2962438,09/05/2017,,3
Valmet,Finland,Large Cap,Tjänster & Leverans,VALMT,FI4000074984,2525.208,16.85,-0.0299367,-0.01749267,0.03247553,0.162069,0.1849508,0.5501381,1.10362,,28.05995,20.80189,23.07398,0.8574561,0.6249214,0.6609975,9.182576,12.40611,4.321718,0.01146305,0.0933119,0.1085763,25/04/2017,,
